user_id,area_type,num_people,avg_daily_hours,cylinder_size_kg,weather_influence,usual_duration_days,residence_type,cooking_frequency,primary_usage,weather_impact_type,guest_impact,days_since_install
85,1,6,2.0,5.0,3.0,20,1,4,1,2,2,83
86,1,2,1.0,12.5,3.0,30,2,4,2,1,2,87
87,2,6,5.0,5.0,3.0,20,0,3,3,2,2,85
88,0,4,2.0,12.5,3.0,10,2,2,0,1,3,120
89,1,4,4.0,12.5,2.0,45,2,2,3,0,1,73
91,1,1,5.0,5.0,2.0,45,1,4,4,2,3,74
93,1,3,1.5,12.5,1.0,45,0,1,2,1,0,109
94,2,5,1.0,12.5,1.0,60,0,3,0,0,0,82
95,2,4,3.0,37.5,3.0,10,2,4,4,0,3,120
96,0,1,2.0,12.5,2.0,30,1,3,1,0,0,68
98,1,3,1.5,37.5,2.0,30,0,1,1,2,2,93
99,2,3,5.0,37.5,1.0,60,0,2,3,1,3,70
101,2,4,3.0,12.5,3.0,10,0,4,2,1,0,81
105,2,6,1.5,5.0,3.0,30,0,4,0,2,3,89
106,2,5,5.0,37.5,1.0,20,1,4,2,1,0,103
107,0,6,0.5,5.0,1.0,10,2,4,0,0,1,118
111,1,3,1.5,12.5,1.0,20,0,3,1,0,1,75
112,2,5,1.5,37.5,3.0,30,2,1,4,1,2,93
114,0,5,3.0,5.0,3.0,10,2,2,0,0,2,91
115,0,5,4.0,12.5,1.0,60,1,1,1,2,3,94
118,1,2,1.5,5.0,3.0,30,1,1,0,0,2,115
119,0,3,0.5,12.5,1.0,45,1,1,4,2,2,110
121,2,5,5.0,37.5,2.0,60,0,3,4,2,3,112
122,1,3,2.0,5.0,2.0,45,2,4,0,0,2,115
123,0,1,5.0,5.0,2.0,60,0,1,3,1,3,80
125,0,1,1.0,5.0,2.0,10,0,1,2,2,2,94
127,1,4,1.0,12.5,3.0,45,1,3,0,2,1,89
128,0,2,5.0,5.0,3.0,60,0,2,3,2,1,116
129,1,5,2.0,5.0,3.0,20,1,3,3,0,0,108
130,2,4,0.5,37.5,1.0,45,0,4,0,0,1,109
134,2,6,2.0,5.0,1.0,60,0,3,1,1,0,80
135,0,4,1.0,5.0,1.0,45,2,2,4,0,2,89
136,2,4,2.0,37.5,1.0,60,2,2,4,1,1,97
140,0,2,3.0,5.0,2.0,45,1,2,2,1,2,110
141,2,3,0.5,37.5,1.0,30,1,2,3,1,0,94
142,2,4,0.5,5.0,1.0,60,2,3,0,0,2,80
144,1,4,5.0,37.5,1.0,20,0,3,1,2,0,89
145,0,1,1.5,37.5,3.0,20,1,4,2,1,1,91
146,0,4,3.0,5.0,1.0,30,0,3,1,0,2,69
147,1,2,0.5,12.5,2.0,10,1,3,2,0,2,71
149,2,4,4.0,37.5,3.0,30,1,3,0,0,1,72
150,1,4,0.5,5.0,3.0,60,1,3,2,2,0,81
151,0,6,0.5,5.0,1.0,30,2,4,0,2,2,97
153,2,2,1.0,12.5,1.0,10,1,2,2,0,1,72
154,2,4,2.0,5.0,2.0,60,2,1,4,1,3,89
156,0,2,1.0,5.0,2.0,30,1,2,3,0,0,117
157,1,3,1.5,5.0,1.0,30,0,1,4,2,2,83
159,0,5,1.0,5.0,2.0,45,1,3,2,1,0,119
160,0,1,1.5,5.0,1.0,20,2,4,0,2,3,69
161,1,2,1.0,12.5,1.0,30,2,1,3,1,0,77
162,1,3,2.0,37.5,3.0,60,2,1,1,2,2,96
163,0,1,1.5,37.5,1.0,10,2,1,1,1,3,67
164,0,4,4.0,12.5,3.0,60,0,3,3,1,1,118
166,0,1,3.0,12.5,2.0,20,1,3,1,2,2,111
167,1,6,1.0,12.5,3.0,10,1,2,0,0,1,103
168,0,5,1.5,37.5,3.0,60,0,3,4,1,1,74
169,2,5,1.0,5.0,1.0,45,1,4,2,2,2,65
170,2,4,2.0,5.0,3.0,20,1,2,2,1,2,82
172,1,6,4.0,12.5,2.0,20,1,1,1,0,0,91
175,0,6,2.0,12.5,1.0,30,0,1,2,1,2,90
176,0,1,2.0,5.0,1.0,30,1,2,3,1,2,68
177,1,2,1.0,5.0,1.0,60,0,4,0,1,2,89
179,2,3,5.0,5.0,2.0,30,0,2,1,0,0,74
180,1,6,1.5,5.0,3.0,60,0,4,2,1,1,89
181,2,6,0.5,37.5,1.0,10,0,1,0,0,2,116
182,1,5,4.0,12.5,3.0,30,0,3,2,1,1,109
183,1,5,0.5,37.5,2.0,60,1,2,3,0,3,102
184,2,4,2.0,37.5,3.0,30,2,4,4,2,3,70
186,2,6,5.0,12.5,2.0,45,2,2,4,1,2,66
190,0,3,3.0,12.5,1.0,20,1,1,1,0,2,62
191,0,2,2.0,12.5,3.0,20,2,3,4,0,3,88
192,1,6,3.0,5.0,3.0,20,2,3,0,1,0,106
193,0,4,3.0,5.0,1.0,60,2,4,4,1,1,111
194,2,5,1.5,5.0,1.0,60,1,3,0,1,1,99
195,0,6,3.0,12.5,2.0,30,1,2,2,0,2,92
197,2,4,1.0,5.0,1.0,45,2,4,4,0,0,90
198,0,4,4.0,37.5,2.0,60,0,3,4,0,3,66
199,2,3,2.0,5.0,2.0,60,0,4,3,2,0,107
200,2,1,1.5,5.0,2.0,30,0,3,1,2,0,81
201,0,3,1.0,12.5,3.0,60,1,3,0,2,0,74
202,1,6,4.0,37.5,3.0,30,0,1,3,1,0,104
204,1,1,5.0,37.5,1.0,60,0,2,2,1,1,112
205,1,4,1.5,37.5,3.0,10,0,3,3,1,0,85
206,0,6,5.0,37.5,1.0,10,1,2,2,0,3,106
209,2,4,5.0,5.0,1.0,45,1,3,1,2,0,116
210,2,5,0.5,37.5,1.0,60,2,3,2,1,3,92
211,0,2,2.0,12.5,1.0,60,2,2,0,1,3,102
213,0,6,3.0,37.5,3.0,30,2,2,3,0,1,89
215,0,5,0.5,12.5,1.0,30,1,4,2,2,0,115
216,2,1,1.5,37.5,3.0,60,0,4,0,1,0,104
217,1,4,2.0,12.5,3.0,30,0,1,1,1,0,100
218,0,5,1.5,37.5,1.0,20,1,2,0,1,1,78
219,0,4,4.0,37.5,1.0,45,2,1,3,1,3,73
220,2,5,1.5,5.0,1.0,45,2,4,3,2,0,106
221,0,1,3.0,5.0,1.0,10,2,1,1,1,0,79
222,1,1,1.5,37.5,2.0,30,0,1,4,1,3,87
223,1,6,0.5,5.0,2.0,60,2,1,0,0,0,108
224,0,1,3.0,5.0,2.0,20,0,1,1,0,2,76
226,2,3,2.0,37.5,2.0,10,0,3,0,0,0,66
227,1,5,3.0,37.5,3.0,45,1,3,4,2,1,83
228,0,6,4.0,5.0,2.0,30,2,4,2,1,1,87
229,2,3,5.0,37.5,3.0,45,1,2,4,0,3,64
230,2,3,5.0,12.5,1.0,45,1,2,4,0,3,106
231,1,1,5.0,5.0,1.0,20,0,1,4,0,3,74
232,0,4,1.5,37.5,3.0,30,2,2,1,0,0,92
233,0,5,1.5,37.5,3.0,45,2,2,4,2,1,114
235,0,4,2.0,5.0,3.0,20,1,2,4,0,2,108
236,0,1,5.0,12.5,3.0,60,0,2,0,2,0,108
237,0,4,5.0,12.5,2.0,60,0,3,2,1,1,65
238,1,3,5.0,12.5,2.0,20,2,1,3,0,0,107
239,2,2,5.0,37.5,1.0,10,2,3,0,0,3,105
240,2,6,4.0,5.0,2.0,30,1,4,3,2,3,102
241,1,6,4.0,5.0,2.0,10,0,2,4,2,3,113
245,0,4,2.0,37.5,3.0,45,0,3,0,1,0,113
246,1,2,0.5,5.0,3.0,45,0,3,0,0,0,90
247,0,2,2.0,12.5,3.0,60,2,2,4,2,1,86
249,2,5,1.0,5.0,1.0,60,2,4,0,1,3,66
250,2,4,3.0,5.0,1.0,20,2,1,3,2,2,71
251,2,3,1.0,37.5,1.0,45,0,3,4,1,2,111
252,0,6,5.0,5.0,1.0,45,1,2,2,1,3,101
254,2,3,2.0,5.0,2.0,10,1,3,0,2,3,105
256,2,6,2.0,12.5,2.0,20,0,2,3,0,2,86
257,0,1,5.0,37.5,3.0,30,1,1,0,2,2,98
258,1,1,1.5,37.5,1.0,60,1,2,1,1,3,117
260,1,4,4.0,5.0,2.0,20,2,2,2,0,0,75
262,2,1,0.5,37.5,1.0,30,1,3,2,2,2,79
263,2,1,2.0,5.0,2.0,45,1,2,4,2,3,62
264,0,6,2.0,12.5,2.0,30,1,2,2,0,2,71
265,0,3,0.5,5.0,3.0,20,2,3,0,2,2,71
266,0,2,2.0,12.5,2.0,45,0,2,2,0,0,118
267,1,3,0.5,37.5,1.0,20,2,2,1,2,3,85
268,2,1,1.0,12.5,1.0,60,2,3,4,2,0,70
269,2,5,1.0,12.5,1.0,45,2,1,1,2,2,83
271,0,5,3.0,5.0,3.0,30,1,2,4,1,1,108
272,1,6,2.0,37.5,2.0,45,1,3,0,1,1,98
275,0,4,1.5,37.5,2.0,45,0,1,3,0,1,117
276,1,1,1.5,12.5,2.0,20,0,2,3,2,1,80
277,0,4,4.0,12.5,2.0,30,0,1,0,2,1,114
278,0,4,2.0,12.5,2.0,60,0,1,4,0,0,85
279,2,1,2.0,37.5,2.0,30,0,1,4,2,2,93
280,1,1,2.0,12.5,1.0,60,1,1,1,0,1,86
281,1,6,5.0,37.5,2.0,60,1,4,1,1,0,92
283,0,4,3.0,37.5,3.0,20,1,2,0,2,2,80
284,0,1,4.0,12.5,1.0,10,1,3,1,2,1,82
285,1,2,2.0,37.5,1.0,60,0,1,2,1,1,98
286,1,4,1.0,5.0,3.0,60,0,4,1,1,2,86
287,2,6,0.5,5.0,3.0,20,1,2,4,2,1,121
289,2,1,4.0,5.0,3.0,30,1,2,2,2,3,79
292,1,5,1.0,12.5,1.0,30,1,3,0,1,2,72
293,1,4,4.0,37.5,3.0,20,2,3,0,0,3,73
296,0,6,3.0,37.5,3.0,60,2,4,2,0,2,110
297,1,2,2.0,5.0,2.0,60,1,4,1,1,2,66
298,0,5,5.0,5.0,3.0,45,2,2,0,2,1,101
299,1,4,1.0,37.5,3.0,60,2,3,3,1,0,89
300,1,1,1.0,5.0,3.0,10,1,3,2,2,1,106
301,2,1,2.0,12.5,3.0,30,0,3,1,0,1,84
303,2,5,5.0,5.0,2.0,30,2,1,0,0,3,93
304,0,5,4.0,5.0,2.0,10,0,3,3,2,3,72
305,2,1,3.0,5.0,2.0,45,2,2,0,0,0,66
307,2,1,5.0,37.5,3.0,60,2,3,1,0,2,111
310,0,1,4.0,12.5,1.0,60,2,2,0,2,3,83
313,1,1,2.0,12.5,2.0,45,0,4,4,0,0,99
314,2,1,2.0,37.5,3.0,45,1,2,0,1,3,70
315,1,5,1.0,12.5,2.0,45,2,3,2,0,3,106
316,1,3,1.0,5.0,1.0,30,0,3,2,2,0,72
320,0,4,2.0,5.0,1.0,30,1,1,1,0,3,67
321,2,1,1.0,5.0,3.0,60,2,3,3,0,2,76
322,0,2,4.0,5.0,2.0,20,1,4,0,0,0,75
324,1,6,5.0,12.5,3.0,30,1,3,1,2,2,104
325,0,5,1.0,12.5,1.0,60,2,3,2,0,1,114
326,1,1,1.0,12.5,3.0,10,0,2,1,1,3,105
329,2,6,1.0,12.5,2.0,30,0,1,1,1,1,89
330,2,4,5.0,5.0,2.0,60,2,3,2,1,1,99
331,0,4,4.0,37.5,1.0,20,2,2,0,1,3,75
332,1,3,1.5,12.5,2.0,45,0,1,0,1,1,66
333,0,2,3.0,37.5,2.0,30,0,1,3,2,3,74
335,1,1,5.0,5.0,2.0,20,2,3,3,0,2,101
336,1,1,2.0,5.0,3.0,20,1,4,2,0,0,81
337,2,6,2.0,37.5,1.0,60,1,1,4,2,2,84
338,1,6,0.5,37.5,2.0,20,0,4,1,2,2,80
339,0,3,0.5,5.0,1.0,10,2,4,4,0,2,100
340,0,5,3.0,5.0,1.0,60,0,3,2,1,0,66
341,2,2,4.0,37.5,1.0,30,0,4,1,1,2,103
342,2,6,1.0,37.5,2.0,30,2,2,3,1,1,79
343,1,2,2.0,5.0,3.0,45,1,1,2,1,3,119
346,0,4,5.0,37.5,2.0,30,1,1,0,0,1,77
347,0,6,0.5,12.5,2.0,45,2,3,2,2,2,84
348,1,4,5.0,5.0,1.0,20,2,1,4,0,1,120
349,0,3,5.0,37.5,1.0,20,0,4,3,2,3,81
350,1,6,1.5,37.5,1.0,30,0,1,1,0,3,112
351,1,3,4.0,37.5,1.0,30,2,2,4,2,3,112
352,0,1,5.0,12.5,1.0,45,2,3,4,0,3,73
353,0,2,1.0,37.5,3.0,20,2,1,3,0,2,62
354,2,5,0.5,5.0,1.0,20,1,4,3,0,1,100
355,0,4,1.5,5.0,3.0,45,2,1,2,1,0,106
356,1,5,3.0,37.5,1.0,10,1,2,4,1,3,109
357,0,6,4.0,5.0,2.0,60,1,4,3,1,3,79
358,1,2,3.0,37.5,2.0,45,1,1,4,2,1,68
359,2,2,4.0,5.0,2.0,30,0,3,3,2,0,95
360,2,6,2.0,5.0,1.0,30,2,4,2,1,0,66
361,1,4,5.0,12.5,2.0,20,0,4,0,1,1,102
362,2,3,2.0,12.5,2.0,30,2,1,2,0,0,83
363,2,1,3.0,12.5,3.0,60,0,1,1,0,2,62
364,1,5,2.0,37.5,2.0,60,1,1,2,0,2,78
365,2,2,2.0,37.5,3.0,20,0,2,2,0,0,89
366,1,5,1.5,5.0,3.0,60,2,3,1,2,0,95
367,1,2,5.0,5.0,1.0,30,2,2,1,2,0,114
368,2,6,4.0,37.5,3.0,60,2,1,0,2,1,65
369,1,6,0.5,5.0,2.0,20,0,3,4,1,3,73
370,0,3,1.0,37.5,3.0,60,1,1,4,0,1,88
371,2,6,5.0,5.0,2.0,20,2,4,3,1,1,115
372,0,2,2.0,37.5,3.0,30,2,2,3,0,2,65
374,1,1,3.0,5.0,2.0,20,2,4,1,0,1,82
375,0,2,1.5,37.5,3.0,20,0,4,1,2,3,100
376,0,2,1.0,37.5,3.0,45,0,2,1,0,0,70
378,2,3,0.5,12.5,2.0,20,1,4,1,0,0,76
379,0,2,2.0,5.0,2.0,45,1,2,0,0,0,101
381,1,1,3.0,12.5,1.0,10,2,3,3,1,0,86
382,2,3,4.0,5.0,2.0,60,1,4,4,2,1,64
386,2,1,2.0,5.0,2.0,60,1,4,2,2,2,80
388,0,2,1.5,12.5,3.0,30,2,1,3,1,2,116
389,2,3,1.5,5.0,2.0,60,0,1,4,0,2,106
390,2,3,1.5,12.5,1.0,10,1,3,0,2,1,101
392,1,3,2.0,12.5,2.0,45,0,1,4,0,3,70
393,1,1,2.0,5.0,1.0,30,1,4,0,0,0,87
395,2,1,4.0,5.0,2.0,20,2,4,1,2,2,77
398,1,4,1.0,12.5,2.0,20,0,1,3,1,1,82
399,2,1,0.5,12.5,3.0,60,1,2,1,1,2,68
403,1,6,2.0,5.0,2.0,60,2,1,3,1,0,70
404,1,1,0.5,37.5,1.0,20,0,4,1,0,3,69
405,0,3,1.5,5.0,3.0,20,1,2,1,1,0,75
406,0,2,5.0,12.5,2.0,60,2,4,0,2,1,68
407,1,1,5.0,12.5,2.0,45,0,4,2,0,0,119
409,2,1,1.5,12.5,1.0,10,1,3,4,2,1,82
410,0,5,1.0,37.5,2.0,60,2,2,2,2,1,99
411,0,6,0.5,37.5,3.0,30,1,2,2,0,3,106
412,1,6,0.5,37.5,3.0,30,2,4,1,1,1,74
413,0,4,0.5,37.5,2.0,20,2,3,3,1,2,90
414,0,5,0.5,5.0,3.0,45,0,1,2,1,1,74
416,1,2,3.0,5.0,2.0,10,0,1,3,1,3,69
417,1,5,1.5,12.5,3.0,10,1,3,4,0,1,74
418,2,1,0.5,37.5,3.0,60,1,2,0,0,3,80
419,2,5,5.0,12.5,3.0,45,0,1,1,0,1,94
421,0,2,3.0,12.5,2.0,30,1,3,1,1,1,69
423,2,2,0.5,37.5,2.0,60,2,1,4,1,2,110
424,1,2,0.5,12.5,3.0,30,2,1,2,2,0,120
425,0,4,1.5,37.5,1.0,10,2,3,0,1,1,90
426,0,4,1.0,37.5,3.0,60,1,2,2,2,3,120
427,1,6,1.0,37.5,3.0,60,0,1,3,0,1,109
428,2,5,0.5,5.0,1.0,60,2,3,4,0,1,88
429,0,1,4.0,5.0,1.0,45,1,4,2,2,2,97
431,2,4,0.5,5.0,3.0,10,2,2,2,0,3,97
433,0,2,5.0,5.0,3.0,10,0,1,2,2,3,72
434,1,5,3.0,5.0,1.0,45,0,4,3,0,0,76
435,2,5,1.0,12.5,1.0,60,0,3,2,1,3,106
436,2,1,0.5,12.5,1.0,30,1,3,0,0,3,75
437,2,2,1.0,37.5,2.0,45,2,3,2,2,0,76
438,2,3,1.5,12.5,2.0,30,1,1,0,1,0,118
439,2,6,1.0,12.5,2.0,20,2,3,0,1,3,109
440,2,5,1.5,37.5,2.0,60,1,2,4,1,1,62
441,1,2,4.0,12.5,2.0,10,2,3,2,2,2,121
442,2,6,4.0,37.5,2.0,60,1,4,3,1,3,94
443,0,2,4.0,12.5,1.0,60,1,2,2,2,3,92
444,0,3,3.0,12.5,3.0,10,1,3,2,1,1,62
445,0,6,5.0,37.5,1.0,30,2,1,0,0,1,106
448,0,4,3.0,5.0,2.0,20,0,1,0,1,0,67
450,2,3,5.0,5.0,1.0,10,1,4,3,0,3,100
451,2,2,0.5,37.5,1.0,45,1,1,3,2,1,73
453,1,4,4.0,12.5,1.0,10,1,2,1,0,0,107
454,0,5,1.0,37.5,2.0,60,1,1,4,0,3,100
455,0,2,4.0,12.5,2.0,30,0,4,2,1,1,69
456,2,3,1.0,12.5,2.0,60,1,3,4,0,2,90
457,2,4,1.0,5.0,3.0,20,2,3,2,0,0,105
458,1,3,3.0,5.0,3.0,20,0,3,4,2,3,79
459,2,1,1.0,12.5,3.0,60,2,3,3,2,2,91
461,1,3,3.0,37.5,2.0,45,1,1,0,1,0,114
462,0,2,1.5,5.0,2.0,60,2,4,4,0,1,67
463,2,6,3.0,12.5,3.0,60,2,3,4,1,2,68
465,2,1,1.0,5.0,2.0,10,2,3,2,1,2,74
466,0,4,0.5,5.0,1.0,30,2,3,0,0,0,119
468,2,6,5.0,37.5,3.0,20,0,4,1,1,3,112
469,0,4,3.0,37.5,3.0,20,2,2,3,0,0,74
471,0,4,5.0,5.0,1.0,10,2,3,1,0,2,71
472,0,4,3.0,12.5,3.0,30,2,1,3,0,1,77
474,1,4,1.5,37.5,1.0,45,0,1,3,2,0,72
475,1,2,4.0,5.0,2.0,60,0,4,2,1,1,66
476,1,2,5.0,37.5,3.0,30,1,4,1,2,2,119
479,1,1,0.5,37.5,2.0,60,2,4,0,2,3,76
480,2,2,1.5,5.0,2.0,20,1,2,2,0,1,102
481,1,2,2.0,12.5,1.0,10,1,3,3,0,0,105
483,0,6,1.0,12.5,1.0,10,1,4,1,2,0,69
484,2,4,1.5,5.0,3.0,60,0,3,4,2,1,120
485,1,5,1.0,5.0,1.0,20,0,3,2,2,1,94
486,1,1,4.0,12.5,1.0,60,1,3,4,0,2,117
487,0,2,5.0,5.0,1.0,45,1,2,3,0,0,73
491,0,2,4.0,37.5,3.0,10,1,1,4,1,2,69
492,1,1,0.5,37.5,2.0,30,2,4,1,1,2,110
493,0,1,4.0,37.5,3.0,60,0,2,0,0,2,96
494,0,2,3.0,37.5,2.0,30,0,4,3,2,1,112
495,2,6,5.0,12.5,1.0,20,2,3,3,2,3,66
498,2,1,0.5,12.5,3.0,45,2,2,2,1,1,90
500,0,2,1.5,12.5,1.0,30,1,1,0,2,0,99
501,1,6,0.5,37.5,1.0,20,1,2,4,0,1,72
502,1,2,1.5,37.5,3.0,60,1,2,3,1,1,84
503,2,4,1.0,12.5,3.0,10,2,4,3,1,3,76
504,0,2,4.0,12.5,2.0,30,1,1,4,0,0,92
505,1,2,5.0,12.5,1.0,45,0,1,3,2,2,67
506,1,6,5.0,5.0,1.0,30,1,3,4,1,0,81
507,2,6,2.0,12.5,2.0,45,1,3,2,0,3,101
508,1,3,1.5,5.0,3.0,30,1,4,4,0,0,117
510,2,2,1.0,5.0,1.0,60,0,1,0,0,2,113
512,1,5,3.0,5.0,3.0,20,1,3,4,1,1,121
514,0,2,1.5,12.5,3.0,20,2,1,4,2,1,93
515,2,6,3.0,5.0,1.0,60,1,2,3,0,3,86
516,0,5,3.0,5.0,3.0,20,2,4,3,1,3,92
517,2,3,3.0,37.5,3.0,10,0,4,4,0,1,111
518,0,3,1.0,37.5,1.0,30,2,2,2,0,2,91
519,0,4,1.5,12.5,3.0,45,0,4,4,0,0,78
520,1,6,4.0,5.0,3.0,30,1,3,2,0,3,84
522,2,1,2.0,5.0,2.0,30,0,2,4,1,0,91
523,2,6,3.0,37.5,3.0,45,0,3,1,0,0,78
524,0,5,4.0,37.5,3.0,10,2,4,2,1,3,96
525,0,1,0.5,5.0,2.0,60,0,2,2,0,2,77
526,2,6,2.0,12.5,1.0,60,0,2,3,1,3,87
527,1,1,1.5,12.5,3.0,60,2,3,1,1,1,91
529,2,3,1.0,37.5,2.0,10,2,2,0,2,1,69
530,0,2,1.0,37.5,3.0,30,2,1,1,2,1,75
531,2,1,1.0,5.0,3.0,10,2,3,2,1,2,88
533,0,6,0.5,12.5,3.0,30,0,4,1,1,3,120
534,0,3,4.0,37.5,3.0,60,0,3,0,2,1,70
536,1,2,2.0,5.0,3.0,30,2,1,2,0,3,93
537,2,5,5.0,5.0,1.0,45,0,1,3,0,1,120
538,0,4,5.0,12.5,1.0,30,0,2,4,1,0,84
539,1,2,0.5,37.5,3.0,20,2,4,1,1,3,81
540,2,2,2.0,12.5,3.0,20,0,1,4,0,0,66
541,2,6,5.0,5.0,2.0,60,0,4,3,0,3,71
542,1,3,1.5,37.5,1.0,60,0,2,1,1,3,86
543,0,6,2.0,5.0,2.0,10,2,3,1,1,3,108
544,2,3,0.5,5.0,3.0,20,1,4,3,1,1,72
545,0,6,1.0,5.0,2.0,60,0,3,2,1,1,100
547,1,2,1.5,12.5,3.0,45,0,3,3,2,2,118
550,2,4,0.5,5.0,1.0,10,2,4,1,2,1,109
552,0,4,0.5,5.0,2.0,10,2,4,3,0,2,119
553,1,5,3.0,37.5,3.0,10,1,3,3,2,0,62
555,1,5,1.0,37.5,2.0,45,2,2,2,2,2,103
556,2,3,4.0,5.0,1.0,45,2,3,0,0,3,115
557,0,3,0.5,5.0,1.0,45,0,2,3,1,1,102
558,2,1,0.5,5.0,2.0,60,0,3,0,1,0,117
559,2,5,1.5,37.5,2.0,30,2,2,3,2,3,67
560,2,1,1.0,37.5,2.0,60,2,1,2,0,3,106
561,0,1,0.5,37.5,2.0,30,2,3,3,2,2,102
563,0,4,1.5,12.5,2.0,30,2,3,3,1,3,110
564,0,5,0.5,37.5,3.0,45,0,3,4,1,3,86
565,0,2,1.0,5.0,3.0,45,2,4,0,1,1,70
566,2,2,4.0,12.5,3.0,30,0,4,1,2,3,80
567,1,6,3.0,12.5,2.0,30,2,1,2,0,0,101
568,1,1,4.0,5.0,2.0,30,1,4,2,2,2,94
570,1,3,3.0,37.5,1.0,45,2,4,1,0,1,72
571,0,5,5.0,12.5,2.0,45,0,4,0,2,0,121
572,0,6,1.5,12.5,2.0,60,2,2,2,0,0,97
573,1,4,0.5,37.5,3.0,60,2,2,2,2,3,93
574,0,6,0.5,5.0,2.0,45,2,2,4,0,1,114
575,1,6,0.5,5.0,3.0,60,1,2,1,0,1,67
576,2,3,0.5,12.5,2.0,20,1,1,4,1,0,92
577,0,1,3.0,12.5,2.0,10,0,2,0,2,2,85
578,0,5,4.0,12.5,2.0,10,2,2,2,0,2,109
579,0,6,5.0,5.0,2.0,20,0,2,0,1,1,92
580,0,3,1.0,37.5,1.0,20,0,1,0,2,2,107
581,0,5,1.5,37.5,2.0,20,0,2,0,2,3,95
583,1,1,1.0,5.0,1.0,45,0,1,0,0,2,84
584,1,2,3.0,12.5,2.0,45,1,3,4,0,3,91
585,0,4,2.0,5.0,1.0,20,1,1,3,0,2,75
586,2,6,1.5,5.0,3.0,45,2,3,3,0,0,91
588,1,1,0.5,12.5,3.0,60,2,4,1,1,2,111
589,2,6,3.0,12.5,3.0,30,0,3,4,0,1,76
